,Filename,Predicted_Label
943,5486.jpg,Limes
944,5500.jpg,Corn
945,5445.jpg,Cactus fruit
946,5458.jpg,Lemon
947,5539.jpg,Strawberry
948,5515.jpg,Grape Blue
949,5568.jpg,Potato Red
950,5468.jpg,Kiwi
951,5637.jpg,Grape Blue
952,5551.jpg,Pepper Green
953,5452.jpg,Lemon
954,5532.jpg,Onion White
955,5631.jpg,Papaya
956,5623.jpg,Raspberry
957,5604.jpg,Tomato
958,5455.jpg,Strawberry
959,5457.jpg,Cucumber Ripe
960,5527.jpg,Strawberry
961,5638.jpg,Blueberry
962,5611.jpg,Papaya
963,5497.jpg,Corn
964,5467.jpg,Cactus fruit
965,5479.jpg,Banana
966,5481.jpg,Pepper Red
967,5639.jpg,Apricot
968,5450.jpg,Apple Braeburn
969,5624.jpg,Papaya
970,5518.jpg,Strawberry
971,5482.jpg,Lemon
972,5588.jpg,Clementine
973,5444.jpg,Cucumber Ripe
974,5566.jpg,Pepper Red
975,5522.jpg,Lemon
976,5614.jpg,Tomato
977,5546.jpg,Pear
978,5556.jpg,Pepper Red
979,5437.jpg,Apple Braeburn
980,5521.jpg,Pineapple
981,5595.jpg,Cherry
982,5606.jpg,Mango
983,5447.jpg,Pepper Red
984,5559.jpg,Clementine
985,5517.jpg,Tomato
986,5602.jpg,Papaya
987,5507.jpg,Banana
988,5607.jpg,Mango
989,5485.jpg,Raspberry
990,5463.jpg,Cactus fruit
991,5508.jpg,Orange
992,5472.jpg,Clementine
993,5570.jpg,Apple Granny Smith
994,5516.jpg,Blueberry
995,5435.jpg,Lemon
996,5438.jpg,Lemon
997,5590.jpg,Peach
998,5528.jpg,Grape Blue
999,5484.jpg,Limes
1000,3558.jpg,Apple Granny Smith
1001,3004.jpg,Banana
1002,2971.jpg,Orange
1003,3441.jpg,Clementine
1004,2926.jpg,Pepper Green
1005,3752.jpg,Mango
1006,3389.jpg,Pear
1007,3255.jpg,Pear
1008,3740.jpg,Tomato
1009,3415.jpg,Onion White
1010,3191.jpg,Cherry
1011,3011.jpg,Cactus fruit
1012,3485.jpg,Papaya
1013,3012.jpg,Cactus fruit
1014,3700.jpg,Raspberry
1015,3277.jpg,Grape Blue
1016,3692.jpg,Pepper Red
1017,3076.jpg,Pepper Red
1018,3516.jpg,Mango
1019,3199.jpg,Pear
1020,3338.jpg,Cucumber Ripe
1021,3726.jpg,Pear
1022,3330.jpg,Strawberry
1023,3359.jpg,Pepper Green
1024,3085.jpg,Cantaloupe
1025,2990.jpg,Cactus fruit
1026,3802.jpg,Clementine
1027,3231.jpg,Onion White
1028,3179.jpg,Raspberry
1029,3762.jpg,Mango
1030,3625.jpg,Orange
1031,2998.jpg,Corn
1032,3731.jpg,Plum
1033,3690.jpg,Plum
1034,3725.jpg,Cactus fruit
1035,3711.jpg,Grape Blue
1036,3060.jpg,Pomegranate
1037,3318.jpg,Raspberry
1038,2881.jpg,Onion White
1039,3298.jpg,Plum
1040,3593.jpg,Lemon
1041,3190.jpg,Avocado
1042,3424.jpg,Peach
1043,3163.jpg,Avocado
1044,3514.jpg,Blueberry
1045,3048.jpg,Grape Blue
1046,3744.jpg,Pineapple
1047,3122.jpg,Grape Blue
1048,3688.jpg,Apple Granny Smith
1049,3225.jpg,Apple Braeburn
1050,3580.jpg,Passion Fruit
1051,3155.jpg,Avocado
1052,3789.jpg,Passion Fruit
1053,3051.jpg,Onion White
1054,3010.jpg,Grape Blue
1055,3013.jpg,Cactus fruit
1056,3722.jpg,Grape Blue
1057,3404.jpg,Lemon
1058,2974.jpg,Orange
1059,3382.jpg,Onion White
1060,3779.jpg,Apple Braeburn
1061,3553.jpg,Avocado
1062,2937.jpg,Kiwi
1063,3714.jpg,Grape Blue
1064,2909.jpg,Pineapple
1065,3588.jpg,Watermelon
1066,3307.jpg,Pepper Red
1067,3681.jpg,Strawberry
1068,3667.jpg,Kiwi
1069,2930.jpg,Pomegranate
1070,3486.jpg,Apricot
1071,2969.jpg,Banana
1072,3665.jpg,Apple Granny Smith
1073,3437.jpg,Clementine
1074,3312.jpg,Raspberry
1075,3652.jpg,Grape Blue
1076,3125.jpg,Raspberry
1077,3785.jpg,Pepper Red
1078,3034.jpg,Tomato
1079,3666.jpg,Cucumber Ripe
1080,3436.jpg,Apple Braeburn
1081,3508.jpg,Mango
1082,3526.jpg,Avocado
1083,3729.jpg,Cantaloupe
1084,2977.jpg,Raspberry
1085,3405.jpg,Apricot
1086,3353.jpg,Cucumber Ripe
1087,3675.jpg,Strawberry
1088,3392.jpg,Strawberry
1089,3224.jpg,Apple Granny Smith
1090,3000.jpg,Orange
1091,3439.jpg,Clementine
1092,3735.jpg,Pomegranate
1093,3490.jpg,Papaya
1094,3450.jpg,Blueberry
1095,3612.jpg,Pineapple
1096,3693.jpg,Kiwi
1097,3420.jpg,Apple Braeburn
1098,3302.jpg,Plum
1099,3017.jpg,Pepper Green
1100,3016.jpg,Cactus fruit
1101,3039.jpg,Papaya
1102,3575.jpg,Apple Braeburn
1103,2999.jpg,Pear
1104,3005.jpg,Cactus fruit
1105,3105.jpg,Onion White
1106,3476.jpg,Watermelon
1107,3684.jpg,Kiwi
1108,3232.jpg,Grape Blue
1109,3760.jpg,Tomato
1110,3571.jpg,Pepper Red
1111,3695.jpg,Cucumber Ripe
1112,2976.jpg,Pear
1113,3616.jpg,Tomato
1114,2917.jpg,Plum
1115,3019.jpg,Plum
1116,2878.jpg,Grape Blue
1117,3171.jpg,Papaya
1118,3057.jpg,Pepper Green
1119,3590.jpg,Pepper Green
1120,3200.jpg,Apple Braeburn
1121,3018.jpg,Limes
1122,3598.jpg,Grape Blue
1123,3630.jpg,Pear
1124,2941.jpg,Plum
1125,2953.jpg,Kiwi
1126,3184.jpg,Tomato
1127,3621.jpg,Tomato
1128,3304.jpg,Kiwi
1129,3189.jpg,Blueberry
1130,3135.jpg,Potato Red
1131,3273.jpg,Limes
1132,3238.jpg,Apricot
1133,3022.jpg,Strawberry
1134,3029.jpg,Tomato
1135,3387.jpg,Pineapple
1136,3364.jpg,Pear
1137,3798.jpg,Potato Red
1138,3267.jpg,Banana
1139,3133.jpg,Apricot
1140,3783.jpg,Cantaloupe
1141,3132.jpg,Papaya
1142,3006.jpg,Pomegranate
1143,2915.jpg,Limes
1144,3078.jpg,Clementine
1145,3147.jpg,Watermelon
1146,2934.jpg,Pear
1147,3624.jpg,Pepper Green
1148,3435.jpg,Pepper Red
1149,3445.jpg,Clementine
1150,2978.jpg,Lemon
1151,3627.jpg,Cantaloupe
1152,2935.jpg,Pepper Red
1153,3084.jpg,Clementine
1154,3720.jpg,Plum
1155,3566.jpg,Passion Fruit
1156,3109.jpg,Cucumber Ripe
1157,3608.jpg,Strawberry
1158,2983.jpg,Orange
1159,3696.jpg,Banana
1160,3671.jpg,Cactus fruit
1161,3530.jpg,Cherry
1162,4098.jpg,Strawberry
1163,3859.jpg,Avocado
1164,4266.jpg,Cantaloupe
1165,4138.jpg,Pepper Red
1166,4055.jpg,Raspberry
1167,4367.jpg,Pepper Red
1168,4195.jpg,Grape Blue
1169,4498.jpg,Blueberry
1170,4381.jpg,Lemon
1171,3957.jpg,Pepper Green
1172,4250.jpg,Peach
1173,3887.jpg,Cucumber Ripe
1174,4345.jpg,Banana
1175,4462.jpg,Apricot
1176,4159.jpg,Cherry
1177,4455.jpg,Pineapple
1178,4542.jpg,Raspberry
1179,4212.jpg,Watermelon
1180,4022.jpg,Strawberry
1181,4299.jpg,Watermelon
1182,4095.jpg,Pear
1183,3885.jpg,Papaya
1184,4344.jpg,Grape Blue
1185,4550.jpg,Mango
1186,4493.jpg,Blueberry
1187,4366.jpg,Cucumber Ripe
1188,4470.jpg,Limes
1189,4261.jpg,Peach
1190,4283.jpg,Plum
1191,4617.jpg,Orange
1192,4549.jpg,Avocado
1193,4501.jpg,Plum
1194,4089.jpg,Tomato
1195,4433.jpg,Limes
1196,4053.jpg,Pomegranate
1197,4611.jpg,Pomegranate
1198,4185.jpg,Banana
1199,3839.jpg,Apricot
1200,4102.jpg,Pineapple
1201,4362.jpg,Plum
1202,4325.jpg,Pineapple
1203,3862.jpg,Avocado
1204,4230.jpg,Corn
1205,4409.jpg,Pepper Red
1206,4620.jpg,Blueberry
1207,4025.jpg,Cucumber Ripe
1208,3894.jpg,Raspberry
1209,4124.jpg,Watermelon
1210,4186.jpg,Avocado
1211,4494.jpg,Potato Red
1212,4128.jpg,Clementine
1213,3976.jpg,Limes
1214,4131.jpg,Apple Braeburn
1215,4365.jpg,Apple Granny Smith
1216,4111.jpg,Tomato
1217,4505.jpg,Passion Fruit
1218,4197.jpg,Watermelon
1219,3912.jpg,Passion Fruit
1220,3923.jpg,Apple Granny Smith
1221,3907.jpg,Cherry
1222,4269.jpg,Clementine
1223,3875.jpg,Tomato
1224,4288.jpg,Passion Fruit
1225,4127.jpg,Mango
1226,4039.jpg,Plum
1227,4233.jpg,Lemon
1228,4047.jpg,Banana
1229,4030.jpg,Plum
1230,4472.jpg,Lemon
1231,4368.jpg,Kiwi
1232,4599.jpg,Onion White
1233,3811.jpg,Onion White
1234,3876.jpg,Limes
1235,4387.jpg,Lemon
1236,3937.jpg,Kiwi
1237,4063.jpg,Pear
1238,3946.jpg,Kiwi
1239,4018.jpg,Plum
1240,4491.jpg,Passion Fruit
1241,4619.jpg,Pomegranate
1242,4181.jpg,Cucumber Ripe
1243,3953.jpg,Apricot
1244,4161.jpg,Pomegranate
1245,3951.jpg,Onion White
1246,4353.jpg,Corn
1247,4211.jpg,Mango
1248,3805.jpg,Cherry
1249,4076.jpg,Cactus fruit
1250,3820.jpg,Papaya
1251,4051.jpg,Kiwi
1252,4120.jpg,Watermelon
1253,4219.jpg,Mango
1254,4603.jpg,Cantaloupe
1255,4518.jpg,Peach
1256,3837.jpg,Mango
1257,3873.jpg,Blueberry
1258,4537.jpg,Clementine
1259,4246.jpg,Potato Red
1260,4564.jpg,Mango
1261,4180.jpg,Limes
1262,3972.jpg,Tomato
1263,4092.jpg,Strawberry
1264,4100.jpg,Kiwi
1265,4206.jpg,Watermelon
1266,4590.jpg,Limes
1267,3958.jpg,Onion White
1268,3933.jpg,Potato Red
1269,4087.jpg,Orange
1270,4338.jpg,Limes
1271,4316.jpg,Papaya
1272,4163.jpg,Blueberry
1273,3955.jpg,Mango
1274,4425.jpg,Raspberry
1275,4313.jpg,Limes
1276,4547.jpg,Avocado
1277,3898.jpg,Pomegranate
1278,4296.jpg,Mango
1279,4328.jpg,Tomato
1280,4516.jpg,Clementine
1281,4443.jpg,Pepper Red
1282,3884.jpg,Raspberry
1283,4438.jpg,Limes
1284,4533.jpg,Potato Red
1285,4395.jpg,Raspberry
1286,4094.jpg,Pineapple
1287,4371.jpg,Orange
1288,4406.jpg,Strawberry
1289,4560.jpg,Apricot
1290,4616.jpg,Blueberry
1291,4021.jpg,Pepper Red
1292,4535.jpg,Cantaloupe
1293,4623.jpg,Apple Braeburn
1294,4519.jpg,Pomegranate
1295,3942.jpg,Onion White
1296,3833.jpg,Limes
1297,3877.jpg,Cherry
1298,4326.jpg,Grape Blue
1299,4005.jpg,Pear
1300,3832.jpg,Lemon
1301,4401.jpg,Apple Granny Smith
1302,3968.jpg,Tomato
1303,4207.jpg,Papaya
1304,3897.jpg,Apple Braeburn
1305,3834.jpg,Avocado
1306,4591.jpg,Avocado
1307,4441.jpg,Lemon
1308,4577.jpg,Grape Blue
1309,4000.jpg,Plum
1310,4312.jpg,Pear
1311,3948.jpg,Tomato
1312,4109.jpg,Watermelon
1313,3852.jpg,Potato Red
1314,3871.jpg,Grape Blue
1315,4166.jpg,Pear
1316,4292.jpg,Blueberry
1317,4541.jpg,Onion White
1318,3816.jpg,Watermelon
1319,3974.jpg,Onion White
1320,4605.jpg,Pepper Red
1321,4463.jpg,Papaya
1322,3949.jpg,Grape Blue
1323,3810.jpg,Apple Braeburn
1324,4329.jpg,Onion White
1325,3969.jpg,Kiwi
1326,4263.jpg,Cherry
1327,4514.jpg,Apple Braeburn
1328,4190.jpg,Watermelon
1329,4093.jpg,Onion White
1330,4427.jpg,Orange
1331,4614.jpg,Cantaloupe
1332,3826.jpg,Avocado
1333,3807.jpg,Potato Red
1334,4150.jpg,Apple Braeburn
1335,4318.jpg,Lemon
1336,3890.jpg,Watermelon
1337,4062.jpg,Pear
1338,4129.jpg,Pineapple
1339,4311.jpg,Lemon
1340,4384.jpg,Pepper Red
1341,4495.jpg,Apple Braeburn
1342,4347.jpg,Pepper Red
1343,3930.jpg,Clementine
1344,4629.jpg,Plum
1345,4303.jpg,Mango
1346,4513.jpg,Cantaloupe
1347,4081.jpg,Pomegranate
1348,4393.jpg,Clementine
1349,4201.jpg,Potato Red
1350,4012.jpg,Orange
1351,3993.jpg,Grape Blue
1352,4346.jpg,Cactus fruit
1353,4610.jpg,Clementine
1354,4628.jpg,Clementine
1355,4301.jpg,Apricot
1356,4578.jpg,Mango
1357,3869.jpg,Cherry
1358,4020.jpg,Cactus fruit
1359,4017.jpg,Apple Granny Smith
1360,4351.jpg,Corn
1361,3904.jpg,Cherry
1362,4340.jpg,Pepper Red
1363,4016.jpg,Lemon
1364,4454.jpg,Onion White
1365,4357.jpg,Raspberry
1366,4386.jpg,Pomegranate
1367,4417.jpg,Cucumber Ripe
1368,4308.jpg,Tomato
1369,4597.jpg,Cherry
1370,4004.jpg,Raspberry
1371,4175.jpg,Raspberry
1372,3999.jpg,Pepper Green
1373,3881.jpg,Avocado
1374,4172.jpg,Raspberry
1375,3914.jpg,Peach
1376,4235.jpg,Avocado
1377,3856.jpg,Potato Red
1378,4284.jpg,Passion Fruit
1379,4144.jpg,Passion Fruit
1380,4264.jpg,Pepper Red
1381,3903.jpg,Pear
1382,4268.jpg,Pineapple
1383,3945.jpg,Grape Blue
1384,3882.jpg,Limes
1385,3941.jpg,Papaya
1386,4630.jpg,Peach
1387,4342.jpg,Lemon
1388,4023.jpg,Orange
1389,4203.jpg,Blueberry
1390,4334.jpg,Pear
1391,4048.jpg,Orange
1392,4352.jpg,Limes
1393,4586.jpg,Papaya
1394,4251.jpg,Peach
1395,4412.jpg,Strawberry
1396,4061.jpg,Orange
1397,3847.jpg,Apricot
1398,3860.jpg,Papaya
1399,4249.jpg,Clementine
1400,4188.jpg,Limes
1401,4370.jpg,Strawberry
1402,4528.jpg,Pepper Red
1403,4471.jpg,Onion White
1404,4248.jpg,Pepper Red
1405,3854.jpg,Avocado
1406,4058.jpg,Pomegranate
1407,4121.jpg,Kiwi
1408,4183.jpg,Cherry
1409,4466.jpg,Kiwi
1410,4191.jpg,Grape Blue
1411,4270.jpg,Clementine
1412,4625.jpg,Pepper Red
1413,4546.jpg,Cantaloupe
1414,4561.jpg,Blueberry
1415,4517.jpg,Pineapple
1416,3919.jpg,Apple Braeburn
1417,4259.jpg,Onion White
1418,3964.jpg,Pear
1419,4019.jpg,Kiwi
1420,3913.jpg,Passion Fruit
1421,4258.jpg,Blueberry
1422,4335.jpg,Onion White
1423,3971.jpg,Tomato
1424,4122.jpg,Grape Blue
1425,4205.jpg,Raspberry
1426,4302.jpg,Lemon
1427,4349.jpg,Plum
1428,3867.jpg,Mango
1429,4090.jpg,Tomato
1430,4445.jpg,Lemon
1431,4289.jpg,Pepper Red
1432,4348.jpg,Cantaloupe
1433,4419.jpg,Orange
1434,4114.jpg,Pineapple
1435,4551.jpg,Cherry
1436,4213.jpg,Watermelon
1437,4482.jpg,Grape Blue
1438,4459.jpg,Pear
1439,4280.jpg,Apple Braeburn
1440,4224.jpg,Tomato
1441,3883.jpg,Corn
1442,4072.jpg,Grape Blue
1443,4358.jpg,Cantaloupe
1444,4032.jpg,Orange
1445,4204.jpg,Potato Red
1446,3960.jpg,Grape Blue
1447,4192.jpg,Mango
1448,4006.jpg,Orange
1449,4231.jpg,Raspberry
1450,4285.jpg,Plum
1451,4243.jpg,Corn
1452,3838.jpg,Watermelon
1453,4361.jpg,Onion White
1454,3863.jpg,Potato Red
1455,4152.jpg,Passion Fruit
1456,4027.jpg,Kiwi
1457,3966.jpg,Pineapple
1458,3823.jpg,Papaya
1459,3866.jpg,Watermelon
1460,4052.jpg,Lemon
1461,4154.jpg,Peach
1462,4525.jpg,Peach
1463,4399.jpg,Lemon
1464,3830.jpg,Raspberry
1465,4169.jpg,Grape Blue
1466,3925.jpg,Clementine
1467,4324.jpg,Pear
1468,4487.jpg,Onion White
1469,4279.jpg,Blueberry
1470,4538.jpg,Avocado
1471,3991.jpg,Limes
1472,4569.jpg,Papaya
1473,4567.jpg,Watermelon
1474,4500.jpg,Passion Fruit
1475,4277.jpg,Cantaloupe
1476,4045.jpg,Kiwi
1477,4574.jpg,Watermelon
1478,4481.jpg,Tomato
1479,4544.jpg,Corn
1480,4196.jpg,Mango
1481,4222.jpg,Apricot
1482,3812.jpg,Blueberry
1483,4221.jpg,Blueberry
1484,4074.jpg,Onion White
1485,4467.jpg,Tomato
1486,4290.jpg,Apple Braeburn
1487,4242.jpg,Raspberry
1488,4600.jpg,Limes
1489,4139.jpg,Apple Braeburn
1490,4244.jpg,Cantaloupe
1491,4596.jpg,Avocado
1492,3893.jpg,Papaya
1493,4115.jpg,Onion White
1494,4298.jpg,Apricot
1495,4479.jpg,Watermelon
1496,4532.jpg,Cantaloupe
1497,4497.jpg,Apple Braeburn
1498,4282.jpg,Clementine
1499,4555.jpg,Papaya
1500,3879.jpg,Cherry
1501,3870.jpg,Mango
1502,3959.jpg,Tomato
1503,4310.jpg,Papaya
1504,4140.jpg,Clementine
1505,4165.jpg,Apple Braeburn
1506,3809.jpg,Peach
1507,4126.jpg,Papaya
1508,3967.jpg,Strawberry
1509,4125.jpg,Lemon
1510,3886.jpg,Avocado
1511,4097.jpg,Tomato
1512,3815.jpg,Pomegranate
1513,3901.jpg,Blueberry
1514,4515.jpg,Pepper Red
1515,3950.jpg,Watermelon
1516,4485.jpg,Grape Blue
1517,4452.jpg,Strawberry
1518,3918.jpg,Apple Granny Smith
1519,4570.jpg,Watermelon
1520,4468.jpg,Tomato
1521,3965.jpg,Pear
1522,4168.jpg,Pomegranate
1523,3982.jpg,Orange
1524,4013.jpg,Banana
1525,4581.jpg,Blueberry
1526,4099.jpg,Tomato
1527,4043.jpg,Orange
1528,4477.jpg,Apricot
1529,3934.jpg,Clementine
1530,4524.jpg,Clementine
1531,4105.jpg,Papaya
1532,4336.jpg,Strawberry
1533,3872.jpg,Watermelon
1534,4571.jpg,Mango
1535,4136.jpg,Cantaloupe
1536,4405.jpg,Orange
1537,4369.jpg,Cactus fruit
1538,3817.jpg,Grape Blue
1539,4476.jpg,Lemon
1540,3814.jpg,Apple Braeburn
1541,4167.jpg,Blueberry
1542,4153.jpg,Passion Fruit
1543,4557.jpg,Avocado
1544,3895.jpg,Blueberry
1545,4593.jpg,Papaya
1546,3988.jpg,Pepper Green
1547,4604.jpg,Grape Blue
1548,4330.jpg,Pear
1549,4421.jpg,Cantaloupe
1550,4612.jpg,Peach
1551,4453.jpg,Lemon
1552,4402.jpg,Raspberry
1553,4385.jpg,Apple Braeburn
1554,4512.jpg,Clementine
1555,4563.jpg,Passion Fruit
1556,4164.jpg,Apple Braeburn
1557,3828.jpg,Tomato
1558,4141.jpg,Peach
1559,4276.jpg,Pepper Red
1560,4380.jpg,Pomegranate
1561,4442.jpg,Cantaloupe
1562,3911.jpg,Peach
1563,4173.jpg,Papaya
1564,3827.jpg,Cherry
1565,4615.jpg,Pepper Red
1566,4394.jpg,Limes
1567,4035.jpg,Kiwi
1568,4107.jpg,Grape Blue
1569,3977.jpg,Pepper Green
1570,4241.jpg,Papaya
1571,4420.jpg,Banana
1572,4199.jpg,Blueberry
1573,4437.jpg,Plum
1574,4451.jpg,Tomato
1575,3989.jpg,Apple Granny Smith
1576,4508.jpg,Cantaloupe
1577,4390.jpg,Limes
1578,3825.jpg,Watermelon
1579,4562.jpg,Apricot
1580,4543.jpg,Papaya
1581,3822.jpg,Raspberry
1582,4064.jpg,Grape Blue
1583,3931.jpg,Pepper Red
1584,4049.jpg,Pear
1585,4609.jpg,Clementine
1586,4170.jpg,Limes
1587,3855.jpg,Raspberry
1588,4456.jpg,Grape Blue
1589,4252.jpg,Clementine
1590,4589.jpg,Avocado
1591,3851.jpg,Apricot
1592,4414.jpg,Kiwi
1593,4028.jpg,Pepper Red
1594,3985.jpg,Onion White
1595,4343.jpg,Pear
1596,4010.jpg,Kiwi
1597,3935.jpg,Apple Braeburn
1598,4403.jpg,Strawberry
1599,4229.jpg,Avocado
1600,4583.jpg,Passion Fruit
1601,4291.jpg,Potato Red
1602,4113.jpg,Apricot
1603,4545.jpg,Tomato
1604,4460.jpg,Pepper Green
1605,4080.jpg,Lemon
1606,3905.jpg,Apple Braeburn
1607,4103.jpg,Onion White
1608,4297.jpg,Onion White
1609,3853.jpg,Mango
1610,4307.jpg,Kiwi
1611,3845.jpg,Grape Blue
1612,3899.jpg,Pomegranate
1613,3926.jpg,Pineapple
1614,4041.jpg,Banana
1615,4015.jpg,Pomegranate
1616,4294.jpg,Tomato
1617,3900.jpg,Apple Braeburn
1618,4321.jpg,Blueberry
1619,4193.jpg,Blueberry
1620,4408.jpg,Kiwi
1621,4177.jpg,Grape Blue
1622,4559.jpg,Grape Blue
1623,4130.jpg,Peach
1624,3983.jpg,Cactus fruit
1625,4008.jpg,Orange
1626,4483.jpg,Kiwi
1627,4415.jpg,Cactus fruit
1628,4135.jpg,Pepper Red
1629,4469.jpg,Kiwi
1630,4143.jpg,Clementine
1631,4503.jpg,Passion Fruit
1632,4430.jpg,Pepper Red
1633,4499.jpg,Potato Red
1634,4217.jpg,Passion Fruit
1635,4247.jpg,Cantaloupe
1636,3952.jpg,Pineapple
1637,4606.jpg,Cherry
1638,4595.jpg,Tomato
1639,3975.jpg,Tomato
1640,4337.jpg,Tomato
1641,3996.jpg,Cactus fruit
1642,4104.jpg,Pepper Green
1643,3889.jpg,Watermelon
1644,4432.jpg,Cactus fruit
1645,4106.jpg,Mango
1646,4256.jpg,Blueberry
1647,4458.jpg,Grape Blue
1648,4227.jpg,Cherry
1649,4281.jpg,Passion Fruit
1650,4225.jpg,Avocado
1651,4200.jpg,Apricot
1652,4194.jpg,Cherry
1653,4267.jpg,Clementine
1654,3836.jpg,Grape Blue
1655,4209.jpg,Papaya
1656,4085.jpg,Pear
1657,4112.jpg,Mango
1658,4272.jpg,Passion Fruit
1659,4142.jpg,Pineapple
1660,4189.jpg,Tomato
1661,4300.jpg,Onion White
1662,4083.jpg,Pepper Green
1663,4530.jpg,Cantaloupe
1664,4118.jpg,Onion White
1665,4071.jpg,Cactus fruit
1666,4314.jpg,Pear
1667,3997.jpg,Grape Blue
1668,4228.jpg,Mango
1669,4375.jpg,Orange
1670,3874.jpg,Banana
1671,4418.jpg,Pear
1672,3995.jpg,Cactus fruit
1673,4531.jpg,Pepper Red
1674,4149.jpg,Potato Red
1675,4450.jpg,Onion White
1676,4504.jpg,Pineapple
1677,4484.jpg,Tomato
1678,4317.jpg,Apricot
1679,3819.jpg,Cherry
1680,4382.jpg,Strawberry
1681,4174.jpg,Papaya
1682,4295.jpg,Kiwi
1683,4333.jpg,Lemon
1684,4359.jpg,Banana
1685,3979.jpg,Orange
1686,4319.jpg,Tomato
1687,4374.jpg,Kiwi
1688,4134.jpg,Cantaloupe
1689,3861.jpg,Watermelon
1690,4446.jpg,Pineapple
1691,4198.jpg,Avocado
1692,4036.jpg,Cucumber Ripe
1693,4556.jpg,Mango
1694,4354.jpg,Banana
1695,4162.jpg,Pear
1696,4046.jpg,Cactus fruit
1697,3880.jpg,Cucumber Ripe
1698,4148.jpg,Apple Braeburn
1699,4056.jpg,Grape Blue
1700,4096.jpg,Kiwi
1701,4110.jpg,Grape Blue
1702,4073.jpg,Cactus fruit
1703,4575.jpg,Grape Blue
1704,4274.jpg,Clementine
1705,4026.jpg,Cactus fruit
1706,3932.jpg,Cantaloupe
1707,4423.jpg,Plum
1708,3850.jpg,Blueberry
1709,4410.jpg,Apple Granny Smith
1710,3924.jpg,Cantaloupe
1711,4060.jpg,Banana
1712,4218.jpg,Apricot
1713,3835.jpg,Cherry
1714,3813.jpg,Blueberry
1715,4078.jpg,Apple Granny Smith
1716,4424.jpg,Corn
1717,4255.jpg,Pepper Red
1718,4042.jpg,Strawberry
1719,4057.jpg,Lemon
1720,4084.jpg,Limes
1721,4407.jpg,Cactus fruit
1722,4529.jpg,Grape Blue
1723,4024.jpg,Banana
1724,4388.jpg,Raspberry
1725,4566.jpg,Grape Blue
1726,4070.jpg,Plum
1727,3922.jpg,Pepper Red
1728,4223.jpg,Papaya
1729,4478.jpg,Onion White
1730,4075.jpg,Grape Blue
1731,4465.jpg,Pear
1732,3848.jpg,Blueberry
1733,4286.jpg,Passion Fruit
1734,4237.jpg,Tomato
1735,3896.jpg,Pear
1736,3928.jpg,Peach
1737,3938.jpg,Mango
1738,3936.jpg,Watermelon
1739,4275.jpg,Apple Braeburn
1740,4059.jpg,Orange
1741,4360.jpg,Orange
1742,4621.jpg,Onion White
1743,3978.jpg,Pomegranate
1744,4376.jpg,Strawberry
1745,3992.jpg,Cactus fruit
1746,4305.jpg,Tomato
1747,4145.jpg,Peach
1748,3858.jpg,Apricot
1749,4356.jpg,Pear
1750,3927.jpg,Peach
1751,4379.jpg,Apple Granny Smith
1752,4520.jpg,Cherry
1753,4602.jpg,Corn
1754,4598.jpg,Avocado
1755,4624.jpg,Apple Granny Smith
1756,4082.jpg,Pomegranate
1757,4507.jpg,Clementine
1758,4156.jpg,Avocado
1759,4040.jpg,Apple Granny Smith
1760,4315.jpg,Pepper Green
1761,4608.jpg,Passion Fruit
1762,4565.jpg,Mango
1763,3865.jpg,Blueberry
1764,4435.jpg,Tomato
1765,4568.jpg,Papaya
1766,4585.jpg,Raspberry
1767,4117.jpg,Pepper Green
1768,4065.jpg,Cactus fruit
1769,4236.jpg,Corn
1770,4322.jpg,Grape Blue
1771,3987.jpg,Cantaloupe
1772,4372.jpg,Pepper Red
1773,3915.jpg,Passion Fruit
1774,4539.jpg,Avocado
1775,4431.jpg,Banana
1776,4239.jpg,Avocado
1777,4428.jpg,Banana
1778,3824.jpg,Grape Blue
1779,4155.jpg,Apple Braeburn
1780,4304.jpg,Grape Blue
1781,4147.jpg,Apple Granny Smith
1782,3944.jpg,Lemon
1783,3868.jpg,Grape Blue
1784,4119.jpg,Papaya
1785,3842.jpg,Grape Blue
1786,3921.jpg,Apple Braeburn
1787,4265.jpg,Apple Braeburn
1788,4320.jpg,Kiwi
1789,4413.jpg,Orange
1790,4383.jpg,Cucumber Ripe
1791,3864.jpg,Apricot
1792,4404.jpg,Cucumber Ripe
1793,4396.jpg,Lemon
1794,4440.jpg,Pear
1795,4160.jpg,Pear
1796,4426.jpg,Onion White
1797,4293.jpg,Grape Blue
1798,4287.jpg,Peach
1799,4184.jpg,Onion White
1800,4309.jpg,Pepper Green
1801,3892.jpg,Grape Blue
1802,4534.jpg,Cherry
1803,4182.jpg,Avocado
1804,4447.jpg,Tomato
1805,4278.jpg,Potato Red
1806,4350.jpg,Tomato
1807,3981.jpg,Pear
1808,4215.jpg,Mango
1809,4202.jpg,Apricot
1810,4416.jpg,Pepper Red
1811,4044.jpg,Pepper Red
1812,4086.jpg,Banana
1813,4474.jpg,Pepper Green
1814,4133.jpg,Potato Red
1815,4034.jpg,Cactus fruit
1816,4240.jpg,Avocado
1817,3994.jpg,Cactus fruit
1818,4341.jpg,Cantaloupe
1819,4579.jpg,Watermelon
1820,3888.jpg,Grape Blue
1821,4548.jpg,Cherry
1822,4054.jpg,Raspberry
1823,4151.jpg,Apple Granny Smith
1824,4158.jpg,Potato Red
1825,4627.jpg,Cherry
1826,4492.jpg,Plum
